Student_ID,Audit_Group
Student_0238,Audit_B
Student_0239,Audit_A
Student_0240,Audit_A
Student_0241,Audit_A
Student_0242,Audit_A
Student_0243,Audit_A
Student_0244,Audit_A
Student_0245,Audit_A
Student_0246,Audit_B
Student_0247,Audit_A
Student_0248,Audit_C
Student_0249,Audit_B
Student_0250,Audit_B
Student_0251,Audit_C
Student_0252,Audit_A
Student_0253,Audit_B
Student_0254,Audit_B
Student_0255,Audit_B
Student_0256,Audit_A
Student_0257,Audit_C
Student_0258,Audit_A
Student_0259,Audit_A
Student_0260,Audit_A
Student_0261,Audit_B
Student_0262,Audit_A
Student_0263,Audit_B
Student_0264,Audit_A
Student_0265,Audit_C
Student_0266,Audit_A
Student_0267,Audit_A
Student_0268,Audit_A
Student_0269,Audit_C
Student_0270,Audit_B
Student_0271,Audit_B
Student_0272,Audit_A
Student_0273,Audit_C
Student_0274,Audit_A
Student_0275,Audit_B
Student_0276,Audit_C
Student_0277,Audit_C
Student_0278,Audit_C
Student_0279,Audit_B
Student_0280,Audit_A
Student_0281,Audit_B
Student_0282,Audit_B
Student_0283,Audit_C
Student_0284,Audit_C
Student_0285,Audit_B
Student_0286,Audit_A
Student_0287,Audit_B
Student_0288,Audit_C
Student_0289,Audit_A
Student_0290,Audit_C
Student_0291,Audit_A
Student_0292,Audit_C
Student_0293,Audit_A
Student_0294,Audit_B
Student_0295,Audit_A
Student_0296,Audit_B
Student_0297,Audit_A
Student_0298,Audit_A
Student_0299,Audit_A
Student_0300,Audit_A
Student_0301,Audit_B
Student_0302,Audit_B
Student_0303,Audit_B
Student_0304,Audit_B
Student_0305,Audit_C
Student_0306,Audit_B
Student_0307,Audit_A
Student_0308,Audit_A
Student_0309,Audit_B
Student_0310,Audit_A
Student_0311,Audit_B
Student_0312,Audit_A
Student_0313,Audit_A
Student_0314,Audit_B
Student_0315,Audit_C
Student_0316,Audit_B
Student_0317,Audit_A
Student_0318,Audit_C
Student_0319,Audit_C
Student_0320,Audit_B
Student_0321,Audit_A
Student_0322,Audit_C
Student_0323,Audit_A
Student_0324,Audit_B
Student_0325,Audit_A
Student_0326,Audit_A
Student_0327,Audit_B
Student_0328,Audit_A
Student_0329,Audit_C
Student_0330,Audit_A
Student_0331,Audit_B
Student_0332,Audit_A
Student_0333,Audit_A
Student_0334,Audit_A
Student_0335,Audit_A
Student_0336,Audit_B
Student_0337,Audit_A
Student_0338,Audit_A
Student_0339,Audit_B
Student_0340,Audit_A
Student_0341,Audit_C
Student_0342,Audit_C
Student_0343,Audit_C
Student_0344,Audit_B
Student_0345,Audit_B
Student_0346,Audit_B
Student_0347,Audit_A
Student_0348,Audit_B
Student_0349,Audit_B
Student_0350,Audit_B
Student_0351,Audit_B
Student_0352,Audit_A
Student_0353,Audit_A
Student_0354,Audit_B
Student_0355,Audit_A
Student_0356,Audit_A
Student_0357,Audit_B
Student_0358,Audit_A
Student_0359,Audit_A
Student_0360,Audit_C
Student_0361,Audit_B
Student_0362,Audit_C
Student_0363,Audit_A
Student_0364,Audit_B
Student_0365,Audit_C
Student_0366,Audit_B
Student_0367,Audit_B
Student_0368,Audit_B
Student_0369,Audit_A
Student_0370,Audit_A
Student_0371,Audit_A
Student_0372,Audit_B
Student_0373,Audit_A
Student_0374,Audit_C
Student_0375,Audit_A
Student_0376,Audit_A
Student_0377,Audit_A
Student_0378,Audit_A
Student_0379,Audit_B
Student_0380,Audit_B
Student_0381,Audit_C
Student_0382,Audit_A
Student_0383,Audit_A
Student_0384,Audit_B
Student_0385,Audit_C
Student_0386,Audit_C
Student_0387,Audit_B
Student_0388,Audit_B
Student_0389,Audit_A
Student_0390,Audit_B
Student_0391,Audit_A
Student_0392,Audit_B
Student_0393,Audit_A
Student_0394,Audit_C
Student_0395,Audit_B
Student_0396,Audit_B
Student_0397,Audit_A
Student_0398,Audit_A
Student_0399,Audit_A
Student_0400,Audit_C
Student_0401,Audit_C
Student_0402,Audit_A
Student_0403,Audit_B
Student_0404,Audit_B
Student_0405,Audit_A
Student_0406,Audit_A
Student_0407,Audit_A
Student_0408,Audit_A
Student_0409,Audit_A
Student_0410,Audit_C
Student_0411,Audit_B
Student_0412,Audit_A
Student_0413,Audit_B
Student_0414,Audit_A
Student_0415,Audit_A
Student_0416,Audit_A
Student_0417,Audit_B
Student_0418,Audit_A
Student_0419,Audit_A
Student_0420,Audit_A
Student_0421,Audit_C
Student_0422,Audit_A
Student_0423,Audit_C
Student_0424,Audit_A
Student_0425,Audit_A
Student_0426,Audit_C
Student_0427,Audit_A
Student_0428,Audit_C
Student_0429,Audit_A
Student_0430,Audit_A
Student_0431,Audit_B
Student_0432,Audit_A
Student_0433,Audit_C
Student_0434,Audit_A
Student_0435,Audit_B
Student_0436,Audit_C
Student_0437,Audit_A
Student_0438,Audit_A
Student_0439,Audit_A
Student_0440,Audit_A
Student_0441,Audit_A
Student_0442,Audit_A
Student_0443,Audit_B
Student_0444,Audit_C
Student_0445,Audit_A
Student_0446,Audit_A
Student_0447,Audit_B
Student_0448,Audit_A
Student_0449,Audit_B
Student_0450,Audit_B
Student_0451,Audit_A
Student_0452,Audit_A
Student_0453,Audit_B
Student_0454,Audit_B
Student_0455,Audit_B
Student_0456,Audit_A
Student_0457,Audit_A
Student_0458,Audit_A
Student_0459,Audit_B
Student_0460,Audit_B
Student_0461,Audit_A
Student_0462,Audit_B
Student_0463,Audit_B
Student_0464,Audit_A
Student_0465,Audit_A
Student_0466,Audit_B
Student_0467,Audit_B
Student_0468,Audit_A
Student_0469,Audit_A
Student_0470,Audit_A
Student_0471,Audit_A
Student_0472,Audit_B
Student_0473,Audit_B
Student_0474,Audit_B
Student_0475,Audit_A
Student_0476,Audit_C
Student_0477,Audit_A
Student_0478,Audit_C
Student_0479,Audit_B
Student_0480,Audit_C
Student_0481,Audit_A
Student_0482,Audit_B
Student_0483,Audit_A
Student_0484,Audit_A
Student_0485,Audit_A
Student_0486,Audit_C
Student_0487,Audit_B
Student_0488,Audit_C
Student_0489,Audit_B
Student_0490,Audit_A
Student_0491,Audit_A
Student_0492,Audit_B
Student_0493,Audit_B
Student_0494,Audit_B
Student_0495,Audit_A
Student_0496,Audit_B
Student_0497,Audit_A
Student_0498,Audit_B
Student_0499,Audit_B
Student_0500,Audit_B
Student_0501,Audit_A
Student_0502,Audit_B
Student_0503,Audit_B
Student_0504,Audit_A
Student_0505,Audit_A
Student_0506,Audit_B
Student_0507,Audit_A
Student_0508,Audit_A
Student_0509,Audit_A
Student_0510,Audit_A
Student_0511,Audit_A
Student_0512,Audit_A
Student_0513,Audit_C
Student_0514,Audit_A
Student_0515,Audit_A
Student_0516,Audit_B
Student_0517,Audit_A
Student_0518,Audit_A
Student_0519,Audit_C
Student_0520,Audit_A
Student_0521,Audit_A
Student_0522,Audit_A
Student_0523,Audit_B
Student_0524,Audit_B
Student_0525,Audit_C
Student_0526,Audit_B
Student_0527,Audit_A
Student_0528,Audit_B
Student_0529,Audit_A
Student_0530,Audit_A
Student_0531,Audit_A
Student_0532,Audit_B
Student_0533,Audit_A
Student_0534,Audit_A
Student_0535,Audit_B
Student_0536,Audit_A
Student_0537,Audit_A
Student_0538,Audit_A
Student_0539,Audit_A
Student_0540,Audit_A
Student_0541,Audit_C
Student_0542,Audit_B
Student_0543,Audit_B
Student_0544,Audit_B
Student_0545,Audit_A
Student_0546,Audit_B
Student_0547,Audit_C
Student_0548,Audit_B
Student_0549,Audit_B
Student_0550,Audit_A
Student_0551,Audit_B
Student_0552,Audit_A
Student_0553,Audit_B
Student_0554,Audit_A
Student_0555,Audit_B
Student_0556,Audit_A
Student_0557,Audit_A
Student_0558,Audit_A
Student_0559,Audit_A
Student_0560,Audit_A
Student_0561,Audit_B
Student_0562,Audit_A
Student_0563,Audit_A
Student_0564,Audit_A
Student_0565,Audit_B
Student_0566,Audit_A
Student_0567,Audit_B
Student_0568,Audit_B
Student_0569,Audit_B
Student_0570,Audit_C
Student_0571,Audit_C
Student_0572,Audit_C
Student_0573,Audit_A
Student_0574,Audit_C
Student_0575,Audit_B
Student_0576,Audit_C
Student_0577,Audit_B
Student_0578,Audit_A
Student_0579,Audit_A
Student_0580,Audit_A
Student_0581,Audit_A
Student_0582,Audit_A
Student_0583,Audit_A
Student_0584,Audit_B
Student_0585,Audit_A
Student_0586,Audit_B
Student_0587,Audit_B
Student_0588,Audit_A
Student_0589,Audit_A
Student_0590,Audit_C
Student_0591,Audit_B
Student_0592,Audit_B
Student_0593,Audit_A
Student_0594,Audit_B
Student_0595,Audit_B
Student_0596,Audit_A
Student_0597,Audit_B
Student_0598,Audit_B
Student_0599,Audit_B
Student_0600,Audit_B
Student_0601,Audit_A
Student_0602,Audit_B
Student_0603,Audit_C
Student_0604,Audit_B
Student_0605,Audit_B
Student_0606,Audit_C
Student_0607,Audit_B
Student_0608,Audit_C
Student_0609,Audit_B
Student_0610,Audit_C
Student_0611,Audit_B
Student_0612,Audit_C
Student_0613,Audit_B
Student_0614,Audit_B
Student_0615,Audit_A
Student_0616,Audit_B
Student_0617,Audit_B
Student_0618,Audit_A
Student_0619,Audit_A
Student_0620,Audit_B
Student_0621,Audit_B
Student_0622,Audit_A
Student_0623,Audit_B
Student_0624,Audit_B
Student_0625,Audit_A
Student_0626,Audit_C
Student_0627,Audit_B
Student_0628,Audit_C
Student_0629,Audit_B
Student_0630,Audit_C
Student_0631,Audit_B
Student_0632,Audit_A
Student_0633,Audit_A
Student_0634,Audit_C
Student_0635,Audit_A
Student_0636,Audit_A
Student_0637,Audit_B
Student_0638,Audit_B
Student_0639,Audit_A
Student_0640,Audit_B
Student_0641,Audit_A
Student_0642,Audit_B
Student_0643,Audit_A
Student_0644,Audit_B
Student_0645,Audit_C
Student_0646,Audit_C
Student_0647,Audit_B
Student_0648,Audit_A
Student_0649,Audit_C
Student_0650,Audit_B
Student_0651,Audit_A
Student_0652,Audit_B
Student_0653,Audit_A
Student_0654,Audit_B
Student_0655,Audit_A
Student_0656,Audit_C
Student_0657,Audit_B
Student_0658,Audit_B
Student_0659,Audit_A
Student_0660,Audit_C
Student_0661,Audit_A
Student_0662,Audit_B
Student_0663,Audit_B
Student_0664,Audit_C
Student_0665,Audit_C
Student_0666,Audit_A
Student_0667,Audit_A
Student_0668,Audit_B
Student_0669,Audit_C
Student_0670,Audit_C
Student_0671,Audit_C
Student_0672,Audit_A
Student_0673,Audit_A
Student_0674,Audit_C
Student_0675,Audit_C
Student_0676,Audit_A
Student_0677,Audit_A
Student_0678,Audit_C
Student_0679,Audit_B
Student_0680,Audit_A
Student_0681,Audit_C
Student_0682,Audit_C
Student_0683,Audit_B
Student_0684,Audit_A
Student_0685,Audit_A
Student_0686,Audit_A
Student_0687,Audit_A
Student_0688,Audit_A
Student_0689,Audit_B
Student_0690,Audit_A
Student_0691,Audit_B
Student_0692,Audit_B
Student_0693,Audit_A
Student_0694,Audit_A
Student_0695,Audit_C
Student_0696,Audit_B
Student_0697,Audit_C
Student_0698,Audit_A
Student_0699,Audit_A
Student_0700,Audit_B
Student_0701,Audit_A
Student_0702,Audit_C
Student_0703,Audit_C
Student_0704,Audit_C
Student_0705,Audit_A
Student_0706,Audit_B
Student_0707,Audit_B
Student_0708,Audit_C
Student_0709,Audit_B
Student_0710,Audit_A
Student_0711,Audit_B
Student_0712,Audit_B
Student_0713,Audit_A
Student_0714,Audit_B
Student_0715,Audit_B
Student_0716,Audit_C
Student_0717,Audit_C
Student_0718,Audit_B
Student_0719,Audit_A
Student_0720,Audit_B
Student_0721,Audit_B
Student_0722,Audit_B
Student_0723,Audit_A
Student_0724,Audit_A
Student_0725,Audit_C
Student_0726,Audit_A
Student_0727,Audit_B
Student_0728,Audit_C
Student_0729,Audit_A
Student_0730,Audit_B
Student_0731,Audit_B
Student_0732,Audit_A
Student_0733,Audit_C
Student_0734,Audit_A
Student_0735,Audit_C
Student_0736,Audit_B
Student_0737,Audit_C
Student_0738,Audit_A
Student_0739,Audit_B
Student_0740,Audit_B
Student_0741,Audit_B
Student_0742,Audit_C
Student_0743,Audit_C
Student_0744,Audit_A
Student_0745,Audit_B
Student_0746,Audit_C
Student_0747,Audit_C
Student_0748,Audit_A
Student_0749,Audit_B
Student_0750,Audit_A
Student_0751,Audit_A
Student_0752,Audit_B
Student_0753,Audit_A
Student_0754,Audit_C
Student_0755,Audit_A
Student_0756,Audit_C
Student_0757,Audit_B
Student_0758,Audit_B
Student_0759,Audit_C
Student_0760,Audit_A
Student_0761,Audit_A
Student_0762,Audit_C
Student_0763,Audit_C
Student_0764,Audit_B
Student_0765,Audit_B
Student_0766,Audit_B
Student_0767,Audit_B
Student_0768,Audit_C
Student_0769,Audit_C
Student_0770,Audit_B
Student_0771,Audit_A
Student_0772,Audit_B
Student_0773,Audit_B
Student_0774,Audit_C
Student_0775,Audit_C
Student_0776,Audit_C
Student_0777,Audit_B
Student_0778,Audit_A
Student_0779,Audit_C
Student_0780,Audit_B
Student_0781,Audit_A
Student_0782,Audit_A
Student_0783,Audit_C
Student_0784,Audit_B
Student_0785,Audit_A
Student_0786,Audit_A
Student_0787,Audit_B
Student_0788,Audit_A
Student_0789,Audit_C
Student_0790,Audit_B
Student_0791,Audit_A
Student_0792,Audit_B
Student_0793,Audit_B
Student_0794,Audit_B
Student_0795,Audit_C
Student_0796,Audit_C
Student_0797,Audit_A
Student_0798,Audit_A
Student_0799,Audit_A
Student_0800,Audit_B
Student_0801,Audit_A
Student_0802,Audit_C
Student_0803,Audit_A
Student_0804,Audit_C
Student_0805,Audit_A
Student_0806,Audit_A
Student_0807,Audit_B
Student_0808,Audit_A
Student_0809,Audit_B
Student_0810,Audit_C
Student_0811,Audit_A
Student_0812,Audit_B
Student_0813,Audit_B
Student_0814,Audit_B
Student_0815,Audit_B
Student_0816,Audit_A
Student_0817,Audit_C
Student_0818,Audit_A
Student_0819,Audit_B
Student_0820,Audit_B
Student_0821,Audit_A
Student_0822,Audit_B
Student_0823,Audit_C
Student_0824,Audit_A
Student_0825,Audit_B
Student_0826,Audit_A
Student_0827,Audit_B
Student_0828,Audit_A
Student_0829,Audit_A
Student_0830,Audit_A
Student_0831,Audit_A
Student_0832,Audit_B
Student_0833,Audit_B
Student_0834,Audit_B
Student_0835,Audit_A
Student_0836,Audit_A
Student_0837,Audit_B
Student_0838,Audit_A
Student_0839,Audit_A
Student_0840,Audit_B
Student_0841,Audit_A
Student_0842,Audit_C
Student_0843,Audit_C
Student_0844,Audit_A
Student_0845,Audit_A
Student_0846,Audit_C
Student_0847,Audit_A
Student_0848,Audit_C
Student_0849,Audit_A
Student_0850,Audit_B
Student_0851,Audit_C
Student_0852,Audit_B
Student_0853,Audit_A
Student_0854,Audit_C
Student_0855,Audit_A
Student_0856,Audit_A
Student_0857,Audit_A
Student_0858,Audit_C
Student_0859,Audit_B
Student_0860,Audit_A
Student_0861,Audit_B
Student_0862,Audit_B
Student_0863,Audit_A
Student_0864,Audit_A
Student_0865,Audit_B
Student_0866,Audit_A
Student_0867,Audit_C
Student_0868,Audit_B
Student_0869,Audit_A
Student_0870,Audit_A
Student_0871,Audit_C
Student_0872,Audit_A
Student_0873,Audit_C
Student_0874,Audit_B
Student_0875,Audit_A
Student_0876,Audit_A
Student_0877,Audit_A
Student_0878,Audit_A
Student_0879,Audit_A
Student_0880,Audit_C
Student_0881,Audit_B
Student_0882,Audit_B
Student_0883,Audit_A
Student_0884,Audit_A
Student_0885,Audit_B
Student_0886,Audit_A
Student_0887,Audit_B
Student_0888,Audit_B
Student_0889,Audit_A
Student_0890,Audit_B
Student_0891,Audit_A
Student_0892,Audit_A
Student_0893,Audit_A
Student_0894,Audit_A
Student_0895,Audit_A
Student_0896,Audit_B
Student_0897,Audit_A
Student_0898,Audit_A
Student_0899,Audit_B
Student_0900,Audit_B
Student_0901,Audit_A
Student_0902,Audit_A
Student_0903,Audit_A
Student_0904,Audit_B
Student_0905,Audit_C
Student_0906,Audit_B
Student_0907,Audit_B
Student_0908,Audit_B
Student_0909,Audit_B
Student_0910,Audit_A
Student_0911,Audit_B
Student_0912,Audit_B
Student_0913,Audit_C
Student_0914,Audit_A
Student_0915,Audit_A
Student_0916,Audit_A
Student_0917,Audit_A
Student_0918,Audit_B
Student_0919,Audit_A
Student_0920,Audit_B
Student_0921,Audit_A
Student_0922,Audit_C
Student_0923,Audit_C
Student_0924,Audit_A
Student_0925,Audit_B
Student_0926,Audit_A
Student_0927,Audit_A
Student_0928,Audit_A
Student_0929,Audit_B
Student_0930,Audit_A
Student_0931,Audit_A
Student_0932,Audit_C
Student_0933,Audit_A
Student_0934,Audit_B
Student_0935,Audit_A
Student_0936,Audit_A
Student_0937,Audit_C
Student_0938,Audit_A
Student_0939,Audit_B
Student_0940,Audit_B
Student_0941,Audit_B
Student_0942,Audit_B
Student_0943,Audit_A
Student_0944,Audit_B
Student_0945,Audit_C
Student_0946,Audit_C
Student_0947,Audit_B
Student_0948,Audit_B
Student_0949,Audit_A
Student_0950,Audit_A
Student_0951,Audit_A
Student_0952,Audit_A
Student_0953,Audit_A
Student_0954,Audit_A
Student_0955,Audit_A
Student_0956,Audit_C
Student_0957,Audit_A
Student_0958,Audit_A
Student_0959,Audit_C
Student_0960,Audit_A
Student_0961,Audit_A
Student_0962,Audit_B
Student_0963,Audit_A
Student_0964,Audit_A
Student_0965,Audit_B
Student_0966,Audit_B
Student_0967,Audit_A
Student_0968,Audit_A
Student_0969,Audit_C
Student_0970,Audit_B
Student_0971,Audit_A
Student_0972,Audit_A
Student_0973,Audit_A
Student_0974,Audit_A
Student_0975,Audit_B
Student_0976,Audit_A
Student_0977,Audit_A
Student_0978,Audit_B
Student_0979,Audit_A
Student_0980,Audit_B
Student_0981,Audit_B
Student_0982,Audit_A
Student_0983,Audit_A
Student_0984,Audit_B
Student_0985,Audit_B
Student_0986,Audit_B
Student_0987,Audit_C
Student_0988,Audit_A
Student_0989,Audit_C
Student_0990,Audit_B
Student_0991,Audit_A
Student_0992,Audit_B
Student_0993,Audit_A
Student_0994,Audit_B
Student_0995,Audit_A
Student_0996,Audit_A
Student_0997,Audit_A
Student_0998,Audit_C
Student_0999,Audit_A
Student_1000,Audit_A
Student_1001,Audit_B
Student_1002,Audit_A
Student_1003,Audit_B
Student_1004,Audit_A
Student_1005,Audit_C
Student_1006,Audit_C
Student_1007,Audit_B
Student_1008,Audit_B
Student_1009,Audit_A
Student_1010,Audit_A
Student_1011,Audit_B
Student_1012,Audit_B
Student_1013,Audit_A
Student_1014,Audit_B
Student_1015,Audit_B
Student_1016,Audit_C
Student_1017,Audit_A
Student_1018,Audit_B
Student_1019,Audit_C
Student_1020,Audit_A
Student_1021,Audit_A
Student_1022,Audit_A
Student_1023,Audit_A
Student_1024,Audit_A
Student_1025,Audit_C
Student_1026,Audit_A
Student_1027,Audit_A
Student_1028,Audit_A
Student_1029,Audit_C
Student_1030,Audit_A
Student_1031,Audit_C
Student_1032,Audit_C
Student_1033,Audit_C
Student_1034,Audit_C
Student_1035,Audit_A
Student_1036,Audit_B
Student_1037,Audit_A
Student_1038,Audit_A
Student_1039,Audit_A
Student_1040,Audit_C
Student_1041,Audit_A
Student_1042,Audit_B
Student_1043,Audit_B
Student_1044,Audit_C
Student_1045,Audit_C
Student_1046,Audit_A
Student_1047,Audit_A
Student_1048,Audit_B
Student_1049,Audit_A
Student_1050,Audit_C
Student_1051,Audit_A
Student_1052,Audit_C
Student_1053,Audit_A
Student_1054,Audit_A
Student_1055,Audit_A
Student_1056,Audit_B
Student_1057,Audit_B
Student_1058,Audit_B
Student_1059,Audit_A
Student_1060,Audit_C
Student_1061,Audit_A
Student_1062,Audit_B
Student_1063,Audit_C
Student_1064,Audit_A
Student_1065,Audit_A
Student_1066,Audit_B
Student_1067,Audit_A
Student_1068,Audit_A
Student_1069,Audit_A
Student_1070,Audit_C
Student_1071,Audit_A
Student_1072,Audit_A
Student_1073,Audit_A
Student_1074,Audit_C
Student_1075,Audit_B
Student_1076,Audit_A
Student_1077,Audit_B
Student_1078,Audit_B
Student_1079,Audit_A
Student_1080,Audit_A
Student_1081,Audit_B
Student_1082,Audit_C
Student_1083,Audit_A
Student_1084,Audit_A
Student_1085,Audit_A
Student_1086,Audit_B
Student_1087,Audit_A
Student_1088,Audit_B
Student_1089,Audit_A
Student_1090,Audit_A
Student_1091,Audit_C
Student_1092,Audit_B
Student_1093,Audit_C
Student_1094,Audit_A
Student_1095,Audit_B
Student_1096,Audit_B
Student_1097,Audit_B
Student_1098,Audit_B
Student_1099,Audit_A
Student_1100,Audit_A
Student_1101,Audit_A
Student_1102,Audit_A
Student_1103,Audit_B
Student_1104,Audit_C
Student_1105,Audit_B
Student_1106,Audit_A
Student_1107,Audit_A
Student_1108,Audit_A
Student_1109,Audit_A
Student_1110,Audit_C
Student_1111,Audit_C
Student_1112,Audit_A
Student_1113,Audit_C
Student_1114,Audit_C
Student_1115,Audit_A
Student_1116,Audit_B
Student_1117,Audit_C
Student_1118,Audit_A
Student_1119,Audit_B
Student_1120,Audit_B
Student_1121,Audit_A
Student_1122,Audit_B
Student_1123,Audit_A
Student_1124,Audit_B
Student_1125,Audit_A
Student_1126,Audit_B
Student_1127,Audit_B
Student_1128,Audit_A
Student_1129,Audit_A
Student_1130,Audit_A
Student_1131,Audit_A
Student_1132,Audit_B
Student_1133,Audit_A
Student_1134,Audit_A
Student_1135,Audit_A
Student_1136,Audit_C
Student_1137,Audit_B
Student_1138,Audit_A
Student_1139,Audit_C
Student_1140,Audit_B
Student_1141,Audit_B
Student_1142,Audit_B
Student_1143,Audit_A
Student_1144,Audit_A
Student_1145,Audit_B
Student_1146,Audit_B
Student_1147,Audit_A
Student_1148,Audit_B
Student_1149,Audit_A
Student_1150,Audit_A
Student_1151,Audit_B
Student_1152,Audit_C
Student_1153,Audit_C
Student_1154,Audit_A
Student_1155,Audit_A
Student_1156,Audit_B
Student_1157,Audit_A
Student_1158,Audit_A
Student_1159,Audit_A
Student_1160,Audit_C
Student_1161,Audit_A
Student_1162,Audit_B
Student_1163,Audit_A
Student_1164,Audit_B
