Student_ID,Term_ID,Course_ID,Credits,Final_Grade,Passed,Withdrawn
Student_0022,T2_Spring,Program_D_C07,3,B,1,0
Student_0022,T2_Spring,Program_D_C08,4,B,1,0
Student_0022,T3_Fall,Program_D_C09,3,A,1,0
Student_0022,T3_Fall,Program_D_C10,3,B,1,0
Student_0023,T1_Fall,Program_C_C01,3,C,1,0
Student_0023,T1_Fall,Program_C_C02,3,C,1,0
Student_0023,T1_Fall,Program_C_C03,3,W,0,1
Student_0023,T1_Fall,Program_C_C04,4,F,0,0
Student_0023,T2_Spring,Program_C_C05,3,F,0,0
Student_0024,T1_Fall,Program_D_C01,3,F,0,0
Student_0024,T1_Fall,Program_D_C02,3,C,1,0
Student_0024,T1_Fall,Program_D_C04,4,B,1,0
Student_0024,T1_Fall,Program_D_C05,3,C,1,0
Student_0024,T2_Spring,Program_D_C08,4,C,1,0
Student_0024,T2_Spring,Program_D_C09,3,D,1,0
Student_0024,T2_Spring,Program_D_C12,4,C,1,0
Student_0024,T2_Spring,Program_D_C13,3,B,1,0
Student_0024,T3_Fall,Program_D_C16,3,W,0,1
Student_0024,T4_Spring,Program_D_C16,3,C,1,0
Student_0025,T1_Fall,Program_C_C01,3,B,1,0
Student_0025,T1_Fall,Program_C_C02,3,W,0,1
Student_0025,T2_Spring,Program_C_C02,3,C,1,0
Student_0025,T1_Fall,Program_C_C03,3,B,1,0
Student_0025,T1_Fall,Program_C_C04,4,B,1,0
Student_0025,T2_Spring,Program_C_C05,3,C,1,0
Student_0025,T2_Spring,Program_C_C06,3,B,1,0
Student_0025,T2_Spring,Program_C_C07,3,B,1,0
Student_0026,T1_Fall,Program_C_C01,3,C,1,0
Student_0026,T1_Fall,Program_C_C02,3,B,1,0
Student_0026,T1_Fall,Program_C_C03,3,A,1,0
Student_0026,T1_Fall,Program_C_C04,4,B,1,0
Student_0026,T2_Spring,Program_C_C05,3,B,1,0
Student_0027,T1_Fall,Program_D_C01,3,C,1,0
Student_0027,T1_Fall,Program_D_C02,3,C,1,0
Student_0027,T1_Fall,Program_D_C03,3,B,1,0
Student_0027,T1_Fall,Program_D_C04,4,F,0,0
Student_0027,T2_Spring,Program_D_C05,3,B,1,0
Student_0027,T2_Spring,Program_D_C06,3,B,1,0
Student_0027,T2_Spring,Program_D_C07,3,W,0,1
Student_0027,T2_Spring,Program_D_C09,3,B,1,0
Student_0028,T1_Fall,Program_C_C01,3,C,1,0
Student_0028,T1_Fall,Program_C_C02,3,C,1,0
Student_0029,T1_Fall,Program_A_C01,3,B,1,0
Student_0029,T1_Fall,Program_A_C02,3,W,0,1
Student_0029,T2_Spring,Program_A_C02,3,C,1,0
Student_0029,T1_Fall,Program_A_C03,3,C,1,0
Student_0030,T1_Fall,Program_D_C01,3,W,0,1
Student_0030,T2_Spring,Program_D_C01,3,C,1,0
Student_0030,T1_Fall,Program_D_C02,3,C,1,0
Student_0030,T1_Fall,Program_D_C03,3,B,1,0
Student_0030,T1_Fall,Program_D_C04,4,W,0,1
Student_0030,T2_Spring,Program_D_C04,4,F,0,0
Student_0030,T2_Spring,Program_D_C05,3,F,0,0
Student_0030,T3_Fall,Program_D_C05,3,C,1,0
Student_0030,T2_Spring,Program_D_C06,3,W,0,1
Student_0030,T3_Fall,Program_D_C06,3,F,0,0
Student_0030,T2_Spring,Program_D_C07,3,C,1,0
Student_0031,T1_Fall,Program_D_C01,3,B,1,0
Student_0031,T1_Fall,Program_D_C02,3,A,1,0
Student_0031,T1_Fall,Program_D_C03,3,B,1,0
Student_0031,T1_Fall,Program_D_C04,4,B,1,0
Student_0032,T1_Fall,Program_A_C01,3,C,1,0
Student_0032,T1_Fall,Program_A_C02,3,F,0,0
Student_0032,T2_Spring,Program_A_C02,3,F,0,0
Student_0032,T1_Fall,Program_A_C03,3,B,1,0
Student_0032,T1_Fall,Program_A_C06,3,W,0,1
Student_0032,T2_Spring,Program_A_C06,3,F,0,0
Student_0032,T2_Spring,Program_A_C07,3,F,0,0
Student_0032,T3_Fall,Program_A_C07,3,C,1,0
Student_0032,T2_Spring,Program_A_C11,3,F,0,0
Student_0032,T3_Fall,Program_A_C11,3,C,1,0
Student_0032,T2_Spring,Program_A_C15,3,F,0,0
Student_0033,T1_Fall,Program_D_C01,3,C,1,0
Student_0033,T1_Fall,Program_D_C02,3,B,1,0
Student_0033,T1_Fall,Program_D_C03,3,C,1,0
Student_0034,T1_Fall,Program_B_C01,3,B,1,0
Student_0034,T1_Fall,Program_B_C02,3,B,1,0
Student_0034,T1_Fall,Program_B_C03,3,F,0,0
Student_0034,T1_Fall,Program_B_C04,4,B,1,0
Student_0035,T1_Fall,Program_A_C01,3,F,0,0
Student_0035,T2_Spring,Program_A_C01,3,F,0,0
Student_0035,T1_Fall,Program_A_C02,3,C,1,0
Student_0035,T1_Fall,Program_A_C04,4,F,0,0
Student_0035,T1_Fall,Program_A_C05,3,F,0,0
Student_0035,T2_Spring,Program_A_C05,3,C,1,0
Student_0035,T2_Spring,Program_A_C09,3,C,1,0
Student_0035,T2_Spring,Program_A_C13,3,B,1,0
Student_0036,T1_Fall,Program_A_C01,3,C,1,0
Student_0036,T1_Fall,Program_A_C02,3,B,1,0
Student_0036,T1_Fall,Program_A_C03,3,C,1,0
Student_0036,T1_Fall,Program_A_C04,4,B,1,0
Student_0037,T1_Fall,Program_C_C01,3,B,1,0
Student_0037,T1_Fall,Program_C_C02,3,B,1,0
Student_0037,T1_Fall,Program_C_C03,3,C,1,0
Student_0038,T1_Fall,Program_B_C01,3,B,1,0
Student_0038,T1_Fall,Program_B_C02,3,B,1,0
Student_0038,T1_Fall,Program_B_C03,3,C,1,0
Student_0038,T1_Fall,Program_B_C04,4,B,1,0
Student_0038,T2_Spring,Program_B_C05,3,B,1,0
Student_0039,T1_Fall,Program_B_C01,3,C,1,0
Student_0039,T1_Fall,Program_B_C02,3,F,0,0
Student_0039,T2_Spring,Program_B_C02,3,C,1,0
Student_0039,T1_Fall,Program_B_C03,3,F,0,0
Student_0039,T1_Fall,Program_B_C04,4,F,0,0
Student_0039,T2_Spring,Program_B_C05,3,C,1,0
Student_0039,T2_Spring,Program_B_C09,3,W,0,1
Student_0039,T3_Fall,Program_B_C09,3,C,1,0
Student_0039,T2_Spring,Program_B_C13,3,C,1,0
Student_0040,T1_Fall,Program_B_C01,3,B,1,0
Student_0040,T1_Fall,Program_B_C02,3,B,1,0
Student_0041,T1_Fall,Program_A_C01,3,C,1,0
Student_0041,T1_Fall,Program_A_C02,3,C,1,0
Student_0041,T1_Fall,Program_A_C03,3,D,1,0
Student_0041,T1_Fall,Program_A_C04,4,C,1,0
Student_0041,T2_Spring,Program_A_C05,3,F,0,0
Student_0041,T3_Fall,Program_A_C05,3,F,0,0
Student_0041,T2_Spring,Program_A_C06,3,C,1,0
Student_0041,T2_Spring,Program_A_C07,3,F,0,0
Student_0041,T3_Fall,Program_A_C07,3,C,1,0
Student_0042,T1_Fall,Program_C_C01,3,B,1,0
Student_0042,T1_Fall,Program_C_C02,3,C,1,0
Student_0042,T1_Fall,Program_C_C03,3,B,1,0
Student_0042,T1_Fall,Program_C_C04,4,B,1,0
Student_0042,T2_Spring,Program_C_C05,3,B,1,0
Student_0042,T2_Spring,Program_C_C06,3,W,0,1
Student_0042,T2_Spring,Program_C_C07,3,B,1,0
Student_0043,T1_Fall,Program_C_C01,3,W,0,1
Student_0043,T2_Spring,Program_C_C01,3,C,1,0
Student_0043,T1_Fall,Program_C_C02,3,C,1,0
Student_0043,T1_Fall,Program_C_C03,3,F,0,0
Student_0043,T2_Spring,Program_C_C03,3,F,0,0
Student_0043,T1_Fall,Program_C_C04,4,C,1,0
Student_0044,T1_Fall,Program_D_C01,3,C,1,0
Student_0044,T1_Fall,Program_D_C02,3,B,1,0
Student_0044,T1_Fall,Program_D_C03,3,C,1,0
Student_0044,T1_Fall,Program_D_C04,4,B,1,0
Student_0044,T2_Spring,Program_D_C05,3,B,1,0
Student_0044,T2_Spring,Program_D_C06,3,B,1,0
Student_0045,T1_Fall,Program_A_C01,3,B,1,0
Student_0045,T1_Fall,Program_A_C02,3,C,1,0
Student_0045,T1_Fall,Program_A_C03,3,C,1,0
Student_0045,T1_Fall,Program_A_C04,4,W,0,1
Student_0045,T2_Spring,Program_A_C05,3,B,1,0
Student_0045,T2_Spring,Program_A_C06,3,C,1,0
Student_0046,T1_Fall,Program_C_C01,3,A,1,0
Student_0046,T1_Fall,Program_C_C02,3,B,1,0
Student_0047,T1_Fall,Program_B_C01,3,W,0,1
Student_0047,T1_Fall,Program_B_C02,3,B,1,0
Student_0047,T1_Fall,Program_B_C04,4,F,0,0
Student_0047,T2_Spring,Program_B_C04,4,C,1,0
Student_0047,T1_Fall,Program_B_C05,3,F,0,0
Student_0047,T2_Spring,Program_B_C05,3,C,1,0
Student_0047,T2_Spring,Program_B_C08,4,W,0,1
Student_0047,T3_Fall,Program_B_C08,4,C,1,0
Student_0047,T2_Spring,Program_B_C09,3,C,1,0
Student_0047,T2_Spring,Program_B_C12,4,W,0,1
Student_0047,T3_Fall,Program_B_C12,4,C,1,0
Student_0047,T2_Spring,Program_B_C13,3,F,0,0
Student_0047,T3_Fall,Program_B_C13,3,C,1,0
Student_0047,T3_Fall,Program_B_C16,3,F,0,0
Student_0047,T4_Spring,Program_B_C16,3,F,0,0
Student_0048,T1_Fall,Program_A_C01,3,B,1,0
Student_0048,T1_Fall,Program_A_C02,3,C,1,0
Student_0048,T1_Fall,Program_A_C03,3,B,1,0
Student_0048,T1_Fall,Program_A_C04,4,D,1,0
Student_0048,T2_Spring,Program_A_C05,3,C,1,0
Student_0048,T2_Spring,Program_A_C06,3,C,1,0
Student_0049,T1_Fall,Program_D_C01,3,A,1,0
Student_0049,T1_Fall,Program_D_C02,3,B,1,0
Student_0049,T1_Fall,Program_D_C03,3,B,1,0
Student_0049,T1_Fall,Program_D_C04,4,B,1,0
Student_0050,T1_Fall,Program_D_C01,3,B,1,0
Student_0050,T1_Fall,Program_D_C02,3,C,1,0
Student_0050,T1_Fall,Program_D_C03,3,F,0,0
Student_0050,T2_Spring,Program_D_C03,3,C,1,0
Student_0050,T1_Fall,Program_D_C04,4,F,0,0
Student_0050,T2_Spring,Program_D_C05,3,C,1,0
Student_0050,T2_Spring,Program_D_C06,3,F,0,0
Student_0050,T2_Spring,Program_D_C07,3,C,1,0
Student_0050,T2_Spring,Program_D_C09,3,C,1,0
Student_0050,T3_Fall,Program_D_C11,3,C,1,0
Student_0050,T3_Fall,Program_D_C13,3,C,1,0
Student_0050,T3_Fall,Program_D_C15,3,W,0,1
Student_0050,T4_Spring,Program_D_C15,3,F,0,0
Student_0051,T1_Fall,Program_B_C01,3,B,1,0
Student_0052,T1_Fall,Program_A_C01,3,B,1,0
Student_0052,T1_Fall,Program_A_C02,3,B,1,0
Student_0052,T1_Fall,Program_A_C03,3,B,1,0
Student_0053,T1_Fall,Program_B_C01,3,F,0,0
Student_0053,T1_Fall,Program_B_C02,3,C,1,0
Student_0054,T1_Fall,Program_C_C01,3,B,1,0
Student_0054,T1_Fall,Program_C_C02,3,C,1,0
Student_0054,T1_Fall,Program_C_C03,3,C,1,0
Student_0054,T1_Fall,Program_C_C04,4,C,1,0
Student_0054,T2_Spring,Program_C_C05,3,C,1,0
Student_0054,T2_Spring,Program_C_C06,3,F,0,0
Student_0054,T2_Spring,Program_C_C07,3,B,1,0
Student_0054,T2_Spring,Program_C_C08,4,C,1,0
Student_0054,T3_Fall,Program_C_C09,3,C,1,0
Student_0054,T3_Fall,Program_C_C11,3,C,1,0
Student_0054,T3_Fall,Program_C_C12,4,C,1,0
Student_0054,T3_Fall,Program_C_C13,3,F,0,0
Student_0054,T4_Spring,Program_C_C13,3,C,1,0
Student_0055,T1_Fall,Program_B_C01,3,C,1,0
Student_0055,T1_Fall,Program_B_C02,3,B,1,0
Student_0055,T1_Fall,Program_B_C03,3,B,1,0
Student_0055,T1_Fall,Program_B_C04,4,W,0,1
Student_0055,T2_Spring,Program_B_C05,3,B,1,0
Student_0055,T2_Spring,Program_B_C06,3,B,1,0
Student_0055,T2_Spring,Program_B_C07,3,B,1,0
Student_0055,T2_Spring,Program_B_C09,3,B,1,0
Student_0055,T3_Fall,Program_B_C10,3,F,0,0
Student_0055,T3_Fall,Program_B_C11,3,F,0,0
Student_0055,T4_Spring,Program_B_C11,3,C,1,0
Student_0055,T3_Fall,Program_B_C13,3,C,1,0
Student_0055,T3_Fall,Program_B_C15,3,F,0,0
Student_0056,T1_Fall,Program_B_C01,3,B,1,0
Student_0056,T1_Fall,Program_B_C02,3,F,0,0
Student_0056,T1_Fall,Program_B_C03,3,F,0,0
Student_0057,T1_Fall,Program_A_C01,3,C,1,0
Student_0057,T1_Fall,Program_A_C02,3,C,1,0
Student_0057,T1_Fall,Program_A_C03,3,B,1,0
Student_0057,T1_Fall,Program_A_C04,4,B,1,0
Student_0057,T2_Spring,Program_A_C05,3,W,0,1
Student_0057,T3_Fall,Program_A_C05,3,C,1,0
Student_0057,T2_Spring,Program_A_C06,3,B,1,0
Student_0057,T2_Spring,Program_A_C07,3,B,1,0
Student_0057,T2_Spring,Program_A_C08,4,C,1,0
Student_0057,T3_Fall,Program_A_C09,3,C,1,0
Student_0057,T3_Fall,Program_A_C10,3,B,1,0
Student_0058,T1_Fall,Program_A_C01,3,F,0,0
Student_0058,T1_Fall,Program_A_C02,3,C,1,0
Student_0058,T1_Fall,Program_A_C04,4,W,0,1
Student_0058,T2_Spring,Program_A_C04,4,C,1,0
Student_0058,T1_Fall,Program_A_C05,3,F,0,0
Student_0058,T2_Spring,Program_A_C08,4,B,1,0
Student_0058,T2_Spring,Program_A_C12,4,F,0,0
Student_0059,T1_Fall,Program_C_C01,3,C,1,0
Student_0060,T1_Fall,Program_A_C01,3,B,1,0
Student_0060,T1_Fall,Program_A_C02,3,F,0,0
Student_0060,T2_Spring,Program_A_C02,3,C,1,0
Student_0060,T1_Fall,Program_A_C03,3,A,1,0
Student_0060,T1_Fall,Program_A_C04,4,B,1,0
Student_0060,T2_Spring,Program_A_C05,3,B,1,0
Student_0061,T1_Fall,Program_D_C01,3,B,1,0
Student_0061,T1_Fall,Program_D_C02,3,C,1,0
Student_0061,T1_Fall,Program_D_C03,3,B,1,0
Student_0061,T1_Fall,Program_D_C04,4,C,1,0
Student_0061,T2_Spring,Program_D_C05,3,B,1,0
Student_0061,T2_Spring,Program_D_C06,3,B,1,0
Student_0062,T1_Fall,Program_C_C01,3,W,0,1
Student_0062,T2_Spring,Program_C_C01,3,C,1,0
Student_0062,T1_Fall,Program_C_C02,3,C,1,0
Student_0062,T1_Fall,Program_C_C03,3,W,0,1
Student_0062,T2_Spring,Program_C_C03,3,F,0,0
Student_0062,T1_Fall,Program_C_C04,4,D,1,0
Student_0062,T2_Spring,Program_C_C05,3,C,1,0
Student_0062,T2_Spring,Program_C_C08,4,C,1,0
Student_0062,T2_Spring,Program_C_C09,3,F,0,0
Student_0062,T2_Spring,Program_C_C12,4,F,0,0
Student_0063,T1_Fall,Program_B_C01,3,B,1,0
Student_0063,T1_Fall,Program_B_C02,3,F,0,0
Student_0063,T2_Spring,Program_B_C02,3,C,1,0
Student_0063,T1_Fall,Program_B_C03,3,B,1,0
Student_0063,T1_Fall,Program_B_C04,4,A,1,0
Student_0063,T2_Spring,Program_B_C05,3,B,1,0
Student_0064,T1_Fall,Program_A_C01,3,F,0,0
Student_0064,T2_Spring,Program_A_C01,3,C,1,0
Student_0064,T1_Fall,Program_A_C02,3,B,1,0
Student_0064,T1_Fall,Program_A_C03,3,W,0,1
Student_0064,T1_Fall,Program_A_C04,4,C,1,0
Student_0064,T2_Spring,Program_A_C05,3,C,1,0
Student_0064,T2_Spring,Program_A_C08,4,C,1,0
Student_0064,T2_Spring,Program_A_C09,3,F,0,0
Student_0064,T2_Spring,Program_A_C12,4,B,1,0
Student_0064,T3_Fall,Program_A_C16,3,F,0,0
Student_0065,T1_Fall,Program_A_C01,3,B,1,0
Student_0065,T1_Fall,Program_A_C02,3,A,1,0
Student_0065,T1_Fall,Program_A_C03,3,B,1,0
Student_0065,T1_Fall,Program_A_C04,4,W,0,1
Student_0065,T2_Spring,Program_A_C05,3,B,1,0
Student_0065,T2_Spring,Program_A_C06,3,C,1,0
Student_0065,T2_Spring,Program_A_C07,3,B,1,0
Student_0065,T2_Spring,Program_A_C09,3,A,1,0
Student_0066,T1_Fall,Program_D_C01,3,B,1,0
Student_0066,T1_Fall,Program_D_C02,3,B,1,0
Student_0066,T1_Fall,Program_D_C03,3,C,1,0
Student_0066,T1_Fall,Program_D_C04,4,C,1,0
Student_0066,T2_Spring,Program_D_C05,3,B,1,0
Student_0066,T2_Spring,Program_D_C06,3,W,0,1
Student_0066,T3_Fall,Program_D_C06,3,C,1,0
Student_0067,T1_Fall,Program_D_C01,3,B,1,0
Student_0067,T1_Fall,Program_D_C02,3,B,1,0
Student_0067,T1_Fall,Program_D_C03,3,A,1,0
Student_0068,T1_Fall,Program_C_C01,3,B,1,0
Student_0068,T1_Fall,Program_C_C02,3,B,1,0
Student_0068,T1_Fall,Program_C_C03,3,C,1,0
Student_0068,T1_Fall,Program_C_C04,4,C,1,0
Student_0068,T2_Spring,Program_C_C05,3,C,1,0
Student_0068,T2_Spring,Program_C_C06,3,W,0,1
Student_0068,T2_Spring,Program_C_C07,3,F,0,0
Student_0068,T3_Fall,Program_C_C07,3,C,1,0
Student_0068,T2_Spring,Program_C_C08,4,B,1,0
Student_0068,T3_Fall,Program_C_C09,3,B,1,0
Student_0069,T1_Fall,Program_D_C01,3,B,1,0
Student_0069,T1_Fall,Program_D_C02,3,C,1,0
Student_0069,T1_Fall,Program_D_C03,3,B,1,0
Student_0069,T1_Fall,Program_D_C04,4,B,1,0
Student_0070,T1_Fall,Program_C_C01,3,B,1,0
Student_0070,T1_Fall,Program_C_C02,3,W,0,1
Student_0070,T1_Fall,Program_C_C03,3,W,0,1
Student_0070,T2_Spring,Program_C_C03,3,C,1,0
Student_0070,T1_Fall,Program_C_C06,3,D,1,0
Student_0071,T1_Fall,Program_A_C01,3,B,1,0
Student_0071,T1_Fall,Program_A_C02,3,A,1,0
Student_0071,T1_Fall,Program_A_C03,3,C,1,0
Student_0071,T1_Fall,Program_A_C04,4,B,1,0
Student_0071,T2_Spring,Program_A_C05,3,W,0,1
Student_0071,T3_Fall,Program_A_C05,3,C,1,0
Student_0071,T2_Spring,Program_A_C06,3,C,1,0
Student_0072,T1_Fall,Program_D_C01,3,F,0,0
Student_0072,T1_Fall,Program_D_C02,3,W,0,1
Student_0073,T1_Fall,Program_D_C01,3,B,1,0
Student_0073,T1_Fall,Program_D_C02,3,B,1,0
Student_0073,T1_Fall,Program_D_C03,3,B,1,0
Student_0073,T1_Fall,Program_D_C04,4,A,1,0
Student_0073,T2_Spring,Program_D_C05,3,B,1,0
Student_0073,T2_Spring,Program_D_C06,3,B,1,0
Student_0073,T2_Spring,Program_D_C07,3,B,1,0
Student_0073,T2_Spring,Program_D_C08,4,B,1,0
Student_0073,T3_Fall,Program_D_C09,3,F,0,0
Student_0073,T4_Spring,Program_D_C09,3,C,1,0
Student_0073,T3_Fall,Program_D_C10,3,C,1,0
Student_0073,T3_Fall,Program_D_C11,3,B,1,0
Student_0074,T1_Fall,Program_D_C01,3,C,1,0
Student_0074,T1_Fall,Program_D_C02,3,C,1,0
Student_0074,T1_Fall,Program_D_C03,3,C,1,0
Student_0074,T1_Fall,Program_D_C04,4,F,0,0
Student_0074,T2_Spring,Program_D_C04,4,C,1,0
Student_0074,T2_Spring,Program_D_C05,3,C,1,0
